,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,city,churn,type_of_plan,highest_level_education,work_status,sex,relationship_status,payment_per_month,weeks_since_claim,open_policies,Renew_Offer_Type,reachability,type_of_vehicle
3928,3928,3928,3928,3928,3928,3928,3928,3928,Kumasi,No,primary_plan,Bachelor,Unemployed,male,Divorced,130,4,2,4,contacting_agent,4-door_car
3929,3929,3929,3929,3929,3929,3929,3929,3929,Accra,No,premium_plan,High School or Below,Employed,male,Married,212,90,2,1,contacting_branch_directly,4-door_car
3930,3930,3930,3930,3930,3930,3930,3930,3930,Takoradi,Yes,extended_plan,College,Retired,male,Married,192,120,5,1,contacting_agent,4-door_car
3931,3931,3931,3931,3931,3931,3931,3931,3931,Takoradi,No,primary_plan,College,Employed,male,Married,130,73,3,1,contacting_agent,2-door_car
3932,3932,3932,3932,3932,3932,3932,3932,3932,Kumasi,No,primary_plan,Bachelor,Unemployed,female,Divorced,206,9,6,1,contacting_agent,SUV
3933,3933,3933,3933,3933,3933,3933,3933,3933,Takoradi,No,premium_plan,Bachelor,Employed,female,Divorced,236,120,1,1,contacting_agent,2-door_car
3934,3934,3934,3934,3934,3934,3934,3934,3934,Tamale,No,primary_plan,High School or Below,Employed,male,Married,136,120,6,1,contacting_branch_directly,4-door_car
3935,3935,3935,3935,3935,3935,3935,3935,3935,Kumasi,No,primary_plan,High School or Below,Unemployed,female,Married,126,73,2,2,via_the_web,4-door_car
3936,3936,3936,3936,3936,3936,3936,3936,3936,Kumasi,No,premium_plan,High School or Below,Employed,male,Married,208,64,2,4,contacting_agent,4-door_car
3937,3937,3937,3937,3937,3937,3937,3937,3937,Kumasi,No,primary_plan,Master,Employed,female,Married,212,69,5,2,contacting_agent,Sports Car
3938,3938,3938,3938,3938,3938,3938,3938,3938,Kumasi,No,extended_plan,Bachelor,Unemployed,female,Married,182,56,1,3,customer_call_centre,4-door_car
3939,3939,3939,3939,3939,3939,3939,3939,3939,Accra,No,primary_plan,Bachelor,Disabled,male,Married,122,60,1,2,customer_call_centre,4-door_car
3940,3940,3940,3940,3940,3940,3940,3940,3940,Takoradi,No,extended_plan,High School or Below,Disabled,female,Divorced,156,77,2,3,contacting_agent,4-door_car
3941,3941,3941,3941,3941,3941,3941,3941,3941,Kumasi,Yes,primary_plan,Doctor,Employed,male,Divorced,124,129,1,1,contacting_agent,4-door_car
3942,3942,3942,3942,3942,3942,3942,3942,3942,Accra,No,extended_plan,Bachelor,Employed,female,Divorced,198,4,5,4,customer_call_centre,4-door_car
3943,3943,3943,3943,3943,3943,3943,3943,3943,Takoradi,Yes,primary_plan,College,Employed,male,Married,124,64,2,1,contacting_branch_directly,4-door_car
3944,3944,3944,3944,3944,3944,3944,3944,3944,Takoradi,Yes,primary_plan,College,Unemployed,male,Married,204,150,2,1,contacting_branch_directly,SUV
3945,3945,3945,3945,3945,3945,3945,3945,3945,Tamale,Yes,extended_plan,High School or Below,Employed,male,Married,168,142,7,2,contacting_agent,2-door_car
3946,3946,3946,3946,3946,3946,3946,3946,3946,Kumasi,No,extended_plan,Master,Employed,male,Married,188,99,2,3,contacting_agent,4-door_car
3947,3947,3947,3947,3947,3947,3947,3947,3947,Tamale,No,extended_plan,Master,Employed,male,Divorced,158,30,4,3,contacting_agent,2-door_car
3948,3948,3948,3948,3948,3948,3948,3948,3948,Takoradi,No,extended_plan,Bachelor,Employed,male,Married,158,60,1,4,customer_call_centre,4-door_car
3949,3949,3949,3949,3949,3949,3949,3949,3949,Accra,No,primary_plan,High School or Below,Employed,female,Single,130,56,1,3,via_the_web,4-door_car
3950,3950,3950,3950,3950,3950,3950,3950,3950,Accra,No,primary_plan,High School or Below,Unemployed,female,Single,212,9,1,3,contacting_agent,Sports Car
3951,3951,3951,3951,3951,3951,3951,3951,3951,Accra,No,primary_plan,Bachelor,Unemployed,female,Single,130,30,6,2,via_the_web,4-door_car
3952,3952,3952,3952,3952,3952,3952,3952,3952,Tamale,No,extended_plan,College,Employed,male,Divorced,180,34,1,2,contacting_branch_directly,4-door_car
3953,3953,3953,3953,3953,3953,3953,3953,3953,Accra,No,primary_plan,Bachelor,Unemployed,female,Single,138,86,4,1,via_the_web,4-door_car
3954,3954,3954,3954,3954,3954,3954,3954,3954,Accra,No,premium_plan,Bachelor,Employed,male,Divorced,222,26,7,4,contacting_agent,2-door_car
3955,3955,3955,3955,3955,3955,3955,3955,3955,Accra,No,primary_plan,Master,Employed,male,Married,226,108,1,2,customer_call_centre,SUV
3956,3956,3956,3956,3956,3956,3956,3956,3956,Accra,No,extended_plan,Doctor,Unemployed,female,Divorced,268,56,1,3,via_the_web,SUV
3957,3957,3957,3957,3957,3957,3957,3957,3957,Kumasi,No,extended_plan,Bachelor,Employed,female,Married,186,39,1,2,customer_call_centre,4-door_car
3958,3958,3958,3958,3958,3958,3958,3958,3958,Takoradi,No,extended_plan,Master,Employed,female,Married,248,120,3,2,contacting_agent,SUV
3959,3959,3959,3959,3959,3959,3959,3959,3959,Kumasi,No,extended_plan,College,Unemployed,female,Married,182,34,1,1,contacting_agent,4-door_car
3960,3960,3960,3960,3960,3960,3960,3960,3960,Accra,No,primary_plan,Bachelor,Employed,male,Married,128,86,2,2,contacting_agent,4-door_car
3961,3961,3961,3961,3961,3961,3961,3961,3961,Kumasi,Yes,primary_plan,High School or Below,Disabled,female,Married,238,47,2,2,contacting_agent,SUV
3962,3962,3962,3962,3962,3962,3962,3962,3962,Accra,No,primary_plan,High School or Below,Employed,female,Divorced,146,47,1,3,customer_call_centre,4-door_car
3963,3963,3963,3963,3963,3963,3963,3963,3963,Takoradi,No,primary_plan,Bachelor,Employed,female,Married,130,133,9,1,contacting_agent,4-door_car
3964,3964,3964,3964,3964,3964,3964,3964,3964,Takoradi,No,extended_plan,Master,Employed,male,Married,162,142,1,3,contacting_agent,4-door_car
3965,3965,3965,3965,3965,3965,3965,3965,3965,Takoradi,No,primary_plan,Master,Employed,male,Married,146,112,2,2,contacting_branch_directly,4-door_car
3966,3966,3966,3966,3966,3966,3966,3966,3966,Kumasi,Yes,extended_plan,High School or Below,Retired,female,Married,156,43,1,2,contacting_agent,4-door_car
3967,3967,3967,3967,3967,3967,3967,3967,3967,Kumasi,Yes,primary_plan,Bachelor,Disabled,female,Divorced,126,95,1,1,via_the_web,4-door_car
3968,3968,3968,3968,3968,3968,3968,3968,3968,Cape_coast,Yes,premium_plan,High School or Below,Employed,female,Married,232,64,1,2,customer_call_centre,2-door_car
3969,3969,3969,3969,3969,3969,3969,3969,3969,Accra,Yes,extended_plan,High School or Below,Employed,male,Married,160,22,3,2,customer_call_centre,2-door_car
3970,3970,3970,3970,3970,3970,3970,3970,3970,Kumasi,No,primary_plan,College,Employed,male,Married,144,64,2,1,contacting_agent,2-door_car
3971,3971,3971,3971,3971,3971,3971,3971,3971,Accra,No,primary_plan,College,Employed,female,Married,136,90,2,1,via_the_web,2-door_car
3972,3972,3972,3972,3972,3972,3972,3972,3972,Kumasi,No,primary_plan,Master,Employed,female,Married,134,69,3,1,customer_call_centre,4-door_car
3973,3973,3973,3973,3973,3973,3973,3973,3973,Takoradi,Yes,primary_plan,Master,Employed,male,Divorced,144,39,3,2,contacting_branch_directly,4-door_car
3974,3974,3974,3974,3974,3974,3974,3974,3974,Takoradi,No,primary_plan,High School or Below,Retired,female,Married,126,56,7,2,contacting_agent,4-door_car
3975,3975,3975,3975,3975,3975,3975,3975,3975,Kumasi,No,primary_plan,Bachelor,Employed,female,Divorced,124,52,3,1,contacting_agent,4-door_car
3976,3976,3976,3976,3976,3976,3976,3976,3976,Accra,No,primary_plan,Bachelor,Employed,male,Married,146,142,1,2,contacting_branch_directly,4-door_car
3977,3977,3977,3977,3977,3977,3977,3977,3977,Accra,No,primary_plan,College,Employed,female,Single,148,99,4,1,contacting_agent,4-door_car
3978,3978,3978,3978,3978,3978,3978,3978,3978,Kumasi,No,primary_plan,Bachelor,Employed,male,Married,128,60,8,2,contacting_agent,4-door_car
3979,3979,3979,3979,3979,3979,3979,3979,3979,Takoradi,No,primary_plan,Bachelor,Employed,male,Single,128,56,2,2,contacting_branch_directly,4-door_car
3980,3980,3980,3980,3980,3980,3980,3980,3980,Tamale,No,extended_plan,Doctor,Employed,female,Married,270,77,2,1,contacting_agent,SUV
3981,3981,3981,3981,3981,3981,3981,3981,3981,Kumasi,No,extended_plan,College,Unemployed,female,Married,274,43,2,2,contacting_branch_directly,SUV
3982,3982,3982,3982,3982,3982,3982,3982,3982,Takoradi,No,primary_plan,High School or Below,Employed,female,Married,228,95,6,3,contacting_branch_directly,SUV
3983,3983,3983,3983,3983,3983,3983,3983,3983,Kumasi,Yes,primary_plan,Bachelor,Employed,male,Married,138,17,1,2,contacting_agent,2-door_car
3984,3984,3984,3984,3984,3984,3984,3984,3984,Kumasi,No,extended_plan,Bachelor,Employed,female,Married,254,22,2,1,contacting_agent,SUV
3985,3985,3985,3985,3985,3985,3985,3985,3985,Takoradi,No,premium_plan,High School or Below,Employed,female,Married,356,0,7,1,customer_call_centre,SUV
3986,3986,3986,3986,3986,3986,3986,3986,3986,Takoradi,Yes,extended_plan,High School or Below,Employed,female,Married,278,69,1,1,contacting_branch_directly,SUV
3987,3987,3987,3987,3987,3987,3987,3987,3987,Accra,No,extended_plan,High School or Below,Unemployed,female,Divorced,278,103,2,1,contacting_branch_directly,SUV
3988,3988,3988,3988,3988,3988,3988,3988,3988,Tamale,No,extended_plan,College,Unemployed,female,Married,174,43,2,2,via_the_web,2-door_car
3989,3989,3989,3989,3989,3989,3989,3989,3989,Cape_coast,No,extended_plan,High School or Below,Employed,male,Single,162,22,1,2,via_the_web,2-door_car
3990,3990,3990,3990,3990,3990,3990,3990,3990,Kumasi,No,primary_plan,Bachelor,Unemployed,male,Married,128,138,3,2,contacting_branch_directly,4-door_car
3991,3991,3991,3991,3991,3991,3991,3991,3991,Takoradi,No,primary_plan,College,Employed,male,Divorced,134,60,1,2,contacting_agent,4-door_car
3992,3992,3992,3992,3992,3992,3992,3992,3992,Takoradi,No,primary_plan,College,Unemployed,male,Single,138,99,2,1,contacting_branch_directly,4-door_car
3993,3993,3993,3993,3993,3993,3993,3993,3993,Cape_coast,No,extended_plan,Bachelor,Disabled,female,Married,182,73,2,2,contacting_agent,4-door_car
3994,3994,3994,3994,3994,3994,3994,3994,3994,Accra,No,extended_plan,Master,Employed,male,Married,190,22,1,2,via_the_web,2-door_car
3995,3995,3995,3995,3995,3995,3995,3995,3995,Kumasi,Yes,extended_plan,College,Employed,female,Married,188,13,1,2,contacting_agent,2-door_car
3996,3996,3996,3996,3996,3996,3996,3996,3996,Kumasi,No,extended_plan,High School or Below,Employed,female,Divorced,152,26,2,1,contacting_branch_directly,4-door_car
3997,3997,3997,3997,3997,3997,3997,3997,3997,Cape_coast,No,primary_plan,College,Employed,male,Married,138,90,7,1,contacting_agent,4-door_car
3998,3998,3998,3998,3998,3998,3998,3998,3998,Kumasi,No,extended_plan,Bachelor,Employed,male,Single,156,142,7,4,contacting_agent,2-door_car
3999,3999,3999,3999,3999,3999,3999,3999,3999,Kumasi,Yes,primary_plan,Master,Disabled,female,Divorced,130,39,3,1,contacting_agent,4-door_car
4000,4000,4000,4000,4000,4000,4000,4000,4000,Accra,No,extended_plan,College,Employed,female,Married,156,22,7,4,customer_call_centre,4-door_car
4001,4001,4001,4001,4001,4001,4001,4001,4001,Accra,No,extended_plan,Bachelor,Employed,female,Divorced,160,99,2,2,contacting_branch_directly,4-door_car
4002,4002,4002,4002,4002,4002,4002,4002,4002,Kumasi,No,primary_plan,College,Disabled,male,Married,146,17,2,1,customer_call_centre,4-door_car
4003,4003,4003,4003,4003,4003,4003,4003,4003,Accra,No,extended_plan,College,Medical Leave,female,Divorced,182,125,2,1,contacting_agent,2-door_car
4004,4004,4004,4004,4004,4004,4004,4004,4004,Accra,No,extended_plan,College,Employed,male,Single,176,30,8,1,contacting_branch_directly,4-door_car
4005,4005,4005,4005,4005,4005,4005,4005,4005,Accra,No,primary_plan,High School or Below,Employed,male,Married,148,103,2,3,contacting_agent,4-door_car
4006,4006,4006,4006,4006,4006,4006,4006,4006,Tamale,No,premium_plan,Bachelor,Medical Leave,female,Single,220,4,1,1,via_the_web,2-door_car
4007,4007,4007,4007,4007,4007,4007,4007,4007,Accra,Yes,primary_plan,High School or Below,Medical Leave,male,Single,146,95,4,2,customer_call_centre,4-door_car
4008,4008,4008,4008,4008,4008,4008,4008,4008,Takoradi,No,extended_plan,Bachelor,Employed,male,Married,160,69,3,2,contacting_branch_directly,4-door_car
4009,4009,4009,4009,4009,4009,4009,4009,4009,Takoradi,No,extended_plan,Bachelor,Employed,male,Divorced,174,26,1,4,contacting_branch_directly,4-door_car
4010,4010,4010,4010,4010,4010,4010,4010,4010,Accra,No,primary_plan,Bachelor,Employed,male,Married,396,22,3,3,via_the_web,luxurious_suv
4011,4011,4011,4011,4011,4011,4011,4011,4011,Kumasi,No,primary_plan,Bachelor,Disabled,male,Married,226,47,1,3,contacting_branch_directly,Sports Car
4012,4012,4012,4012,4012,4012,4012,4012,4012,Takoradi,No,premium_plan,College,Unemployed,female,Single,210,120,1,1,contacting_branch_directly,4-door_car
4013,4013,4013,4013,4013,4013,4013,4013,4013,Accra,No,extended_plan,High School or Below,Employed,male,Married,170,26,3,4,contacting_agent,4-door_car
4014,4014,4014,4014,4014,4014,4014,4014,4014,Accra,No,primary_plan,Bachelor,Retired,male,Married,200,17,1,3,via_the_web,Sports Car
4015,4015,4015,4015,4015,4015,4015,4015,4015,Kumasi,No,extended_plan,High School or Below,Employed,female,Married,242,69,2,1,contacting_agent,SUV
4016,4016,4016,4016,4016,4016,4016,4016,4016,Kumasi,Yes,premium_plan,High School or Below,Unemployed,male,Married,306,108,1,2,via_the_web,SUV
4017,4017,4017,4017,4017,4017,4017,4017,4017,Kumasi,No,primary_plan,Bachelor,Unemployed,female,Single,238,13,3,2,contacting_branch_directly,SUV
4018,4018,4018,4018,4018,4018,4018,4018,4018,Cape_coast,No,primary_plan,College,Employed,female,Married,210,17,1,1,contacting_agent,Sports Car
4019,4019,4019,4019,4019,4019,4019,4019,4019,Kumasi,No,primary_plan,High School or Below,Unemployed,male,Single,148,103,2,1,contacting_agent,2-door_car
4020,4020,4020,4020,4020,4020,4020,4020,4020,Kumasi,No,extended_plan,College,Employed,female,Married,268,95,9,1,customer_call_centre,SUV
4021,4021,4021,4021,4021,4021,4021,4021,4021,Accra,No,extended_plan,Bachelor,Unemployed,male,Single,170,13,2,1,via_the_web,4-door_car
4022,4022,4022,4022,4022,4022,4022,4022,4022,Tamale,No,primary_plan,Bachelor,Employed,male,Married,134,13,3,2,contacting_branch_directly,2-door_car
4023,4023,4023,4023,4023,4023,4023,4023,4023,Takoradi,No,primary_plan,College,Unemployed,male,Married,124,39,1,1,contacting_agent,4-door_car
4024,4024,4024,4024,4024,4024,4024,4024,4024,Cape_coast,No,primary_plan,College,Employed,female,Married,130,129,2,2,via_the_web,4-door_car
4025,4025,4025,4025,4025,4025,4025,4025,4025,Tamale,No,primary_plan,College,Employed,female,Married,204,103,1,2,contacting_agent,SUV
4026,4026,4026,4026,4026,4026,4026,4026,4026,Cape_coast,No,primary_plan,Bachelor,Employed,male,Married,368,73,1,3,contacting_agent,luxurious_suv
4027,4027,4027,4027,4027,4027,4027,4027,4027,Kumasi,No,primary_plan,High School or Below,Unemployed,male,Divorced,366,125,7,1,customer_call_centre,luxurious_suv
4028,4028,4028,4028,4028,4028,4028,4028,4028,Accra,No,primary_plan,Master,Employed,female,Single,142,108,3,1,contacting_agent,4-door_car
4029,4029,4029,4029,4029,4029,4029,4029,4029,Takoradi,No,primary_plan,Bachelor,Unemployed,male,Single,144,120,1,1,contacting_agent,2-door_car
4030,4030,4030,4030,4030,4030,4030,4030,4030,Accra,No,primary_plan,College,Unemployed,female,Single,140,120,8,3,customer_call_centre,4-door_car
4031,4031,4031,4031,4031,4031,4031,4031,4031,Accra,No,primary_plan,High School or Below,Unemployed,male,Single,134,47,3,1,via_the_web,2-door_car
4032,4032,4032,4032,4032,4032,4032,4032,4032,Tamale,No,primary_plan,High School or Below,Unemployed,female,Single,142,52,1,4,via_the_web,4-door_car
4033,4033,4033,4033,4033,4033,4033,4033,4033,Cape_coast,No,primary_plan,College,Disabled,male,Married,204,142,2,1,contacting_branch_directly,Sports Car
4034,4034,4034,4034,4034,4034,4034,4034,4034,Tamale,No,extended_plan,High School or Below,Unemployed,female,Married,198,112,2,1,contacting_agent,4-door_car
4035,4035,4035,4035,4035,4035,4035,4035,4035,Takoradi,No,primary_plan,Bachelor,Unemployed,female,Married,124,22,3,1,contacting_agent,4-door_car
4036,4036,4036,4036,4036,4036,4036,4036,4036,Kumasi,No,primary_plan,High School or Below,Employed,female,Married,146,34,2,1,contacting_branch_directly,4-door_car
4037,4037,4037,4037,4037,4037,4037,4037,4037,Accra,No,primary_plan,High School or Below,Employed,male,Married,386,64,1,2,via_the_web,luxurious_suv
4038,4038,4038,4038,4038,4038,4038,4038,4038,Takoradi,No,primary_plan,Master,Unemployed,female,Married,138,77,1,4,customer_call_centre,4-door_car
4039,4039,4039,4039,4039,4039,4039,4039,4039,Accra,No,extended_plan,Bachelor,Employed,female,Divorced,160,95,2,1,customer_call_centre,4-door_car
4040,4040,4040,4040,4040,4040,4040,4040,4040,Kumasi,No,primary_plan,Bachelor,Disabled,female,Married,124,108,6,1,customer_call_centre,2-door_car
4041,4041,4041,4041,4041,4041,4041,4041,4041,Cape_coast,No,extended_plan,Bachelor,Employed,female,Married,192,90,1,1,contacting_branch_directly,4-door_car
4042,4042,4042,4042,4042,4042,4042,4042,4042,Kumasi,No,primary_plan,College,Unemployed,male,Single,216,64,2,4,via_the_web,SUV
4043,4043,4043,4043,4043,4043,4043,4043,4043,Kumasi,No,extended_plan,Master,Employed,male,Married,162,95,5,1,contacting_branch_directly,4-door_car
4044,4044,4044,4044,4044,4044,4044,4044,4044,Accra,No,primary_plan,Master,Employed,male,Single,122,30,8,1,customer_call_centre,4-door_car
4045,4045,4045,4045,4045,4045,4045,4045,4045,Accra,No,primary_plan,College,Unemployed,female,Single,380,30,2,2,contacting_agent,luxurious_suv
4046,4046,4046,4046,4046,4046,4046,4046,4046,Tamale,No,premium_plan,High School or Below,Employed,male,Single,202,9,1,3,contacting_agent,4-door_car
4047,4047,4047,4047,4047,4047,4047,4047,4047,Kumasi,No,primary_plan,College,Unemployed,female,Single,142,13,6,3,via_the_web,2-door_car
4048,4048,4048,4048,4048,4048,4048,4048,4048,Kumasi,No,primary_plan,High School or Below,Employed,male,Married,130,17,1,2,contacting_agent,2-door_car
4049,4049,4049,4049,4049,4049,4049,4049,4049,Cape_coast,No,primary_plan,Bachelor,Employed,male,Married,122,142,2,4,customer_call_centre,2-door_car
4050,4050,4050,4050,4050,4050,4050,4050,4050,Takoradi,No,primary_plan,College,Employed,male,Married,128,9,5,4,customer_call_centre,4-door_car
4051,4051,4051,4051,4051,4051,4051,4051,4051,Kumasi,Yes,primary_plan,Doctor,Employed,male,Married,210,13,2,1,contacting_agent,SUV
4052,4052,4052,4052,4052,4052,4052,4052,4052,Accra,Yes,primary_plan,High School or Below,Employed,female,Single,226,52,7,1,contacting_agent,SUV
4053,4053,4053,4053,4053,4053,4053,4053,4053,Takoradi,No,primary_plan,Bachelor,Employed,female,Single,146,17,1,2,contacting_agent,4-door_car
4054,4054,4054,4054,4054,4054,4054,4054,4054,Kumasi,No,extended_plan,High School or Below,Employed,female,Single,274,4,3,2,via_the_web,SUV
4055,4055,4055,4055,4055,4055,4055,4055,4055,Takoradi,No,extended_plan,High School or Below,Disabled,female,Married,186,103,8,2,contacting_agent,2-door_car
4056,4056,4056,4056,4056,4056,4056,4056,4056,Kumasi,No,primary_plan,High School or Below,Unemployed,male,Married,226,0,2,4,via_the_web,SUV
4057,4057,4057,4057,4057,4057,4057,4057,4057,Accra,No,premium_plan,Master,Employed,female,Married,212,47,5,1,contacting_agent,2-door_car
4058,4058,4058,4058,4058,4058,4058,4058,4058,Accra,Yes,extended_plan,College,Employed,female,Married,190,13,1,2,contacting_branch_directly,4-door_car
4059,4059,4059,4059,4059,4059,4059,4059,4059,Kumasi,No,primary_plan,Doctor,Unemployed,male,Married,136,90,1,2,contacting_branch_directly,2-door_car
4060,4060,4060,4060,4060,4060,4060,4060,4060,Accra,No,extended_plan,Bachelor,Unemployed,female,Single,182,30,1,1,customer_call_centre,4-door_car
4061,4061,4061,4061,4061,4061,4061,4061,4061,Kumasi,No,extended_plan,Bachelor,Employed,male,Married,184,9,3,4,contacting_agent,2-door_car
4062,4062,4062,4062,4062,4062,4062,4062,4062,Takoradi,No,primary_plan,College,Unemployed,female,Single,232,125,2,2,contacting_branch_directly,SUV
4063,4063,4063,4063,4063,4063,4063,4063,4063,Tamale,Yes,primary_plan,Bachelor,Employed,female,Married,212,146,2,1,contacting_branch_directly,SUV
4064,4064,4064,4064,4064,4064,4064,4064,4064,Kumasi,No,extended_plan,Bachelor,Employed,female,Single,162,142,1,2,contacting_branch_directly,4-door_car
4065,4065,4065,4065,4065,4065,4065,4065,4065,Accra,Yes,extended_plan,Bachelor,Employed,female,Married,276,86,1,2,contacting_agent,SUV
4066,4066,4066,4066,4066,4066,4066,4066,4066,Kumasi,No,primary_plan,Bachelor,Unemployed,male,Divorced,134,116,7,1,contacting_branch_directly,4-door_car
4067,4067,4067,4067,4067,4067,4067,4067,4067,Kumasi,No,primary_plan,Bachelor,Employed,female,Divorced,136,142,5,1,contacting_agent,4-door_car
4068,4068,4068,4068,4068,4068,4068,4068,4068,Accra,No,primary_plan,High School or Below,Employed,female,Married,140,17,3,1,customer_call_centre,4-door_car
4069,4069,4069,4069,4069,4069,4069,4069,4069,Kumasi,No,extended_plan,College,Disabled,male,Married,186,142,7,3,contacting_branch_directly,4-door_car
4070,4070,4070,4070,4070,4070,4070,4070,4070,Cape_coast,No,premium_plan,Bachelor,Employed,male,Married,386,103,9,4,via_the_web,SUV
4071,4071,4071,4071,4071,4071,4071,4071,4071,Kumasi,Yes,extended_plan,High School or Below,Unemployed,male,Married,262,146,9,1,contacting_agent,SUV
4072,4072,4072,4072,4072,4072,4072,4072,4072,Accra,No,primary_plan,College,Retired,male,Married,210,43,1,2,via_the_web,SUV
4073,4073,4073,4073,4073,4073,4073,4073,4073,Kumasi,Yes,primary_plan,College,Employed,male,Married,124,64,2,1,contacting_branch_directly,4-door_car
4074,4074,4074,4074,4074,4074,4074,4074,4074,Takoradi,No,primary_plan,High School or Below,Employed,female,Married,230,64,2,1,via_the_web,Sports Car
4075,4075,4075,4075,4075,4075,4075,4075,4075,Kumasi,No,primary_plan,High School or Below,Medical Leave,female,Married,214,77,1,3,contacting_branch_directly,Sports Car
4076,4076,4076,4076,4076,4076,4076,4076,4076,Kumasi,No,primary_plan,High School or Below,Employed,male,Married,130,26,1,3,customer_call_centre,4-door_car
4077,4077,4077,4077,4077,4077,4077,4077,4077,Accra,No,extended_plan,High School or Below,Unemployed,male,Single,248,9,2,3,via_the_web,Sports Car
4078,4078,4078,4078,4078,4078,4078,4078,4078,Accra,No,primary_plan,Bachelor,Unemployed,male,Single,360,64,2,1,via_the_web,luxurious_suv
4079,4079,4079,4079,4079,4079,4079,4079,4079,Kumasi,Yes,extended_plan,Bachelor,Employed,female,Divorced,430,17,1,1,contacting_agent,luxurious_suv
4080,4080,4080,4080,4080,4080,4080,4080,4080,Kumasi,No,primary_plan,High School or Below,Unemployed,male,Married,126,90,1,2,contacting_agent,4-door_car
4081,4081,4081,4081,4081,4081,4081,4081,4081,Kumasi,No,premium_plan,Bachelor,Employed,female,Married,398,146,2,1,contacting_agent,Sports Car
4082,4082,4082,4082,4082,4082,4082,4082,4082,Kumasi,No,primary_plan,College,Employed,female,Single,208,86,1,3,contacting_branch_directly,SUV
4083,4083,4083,4083,4083,4083,4083,4083,4083,Accra,No,primary_plan,Bachelor,Employed,female,Married,130,69,1,2,contacting_branch_directly,4-door_car
4084,4084,4084,4084,4084,4084,4084,4084,4084,Kumasi,No,primary_plan,College,Employed,male,Single,136,43,3,2,contacting_branch_directly,2-door_car
4085,4085,4085,4085,4085,4085,4085,4085,4085,Takoradi,Yes,extended_plan,College,Unemployed,male,Single,252,52,2,1,contacting_agent,SUV
4086,4086,4086,4086,4086,4086,4086,4086,4086,Accra,Yes,premium_plan,High School or Below,Employed,male,Divorced,552,142,1,1,contacting_agent,luxurious_suv
4087,4087,4087,4087,4087,4087,4087,4087,4087,Kumasi,Yes,primary_plan,Bachelor,Employed,male,Single,144,52,6,2,customer_call_centre,4-door_car
4088,4088,4088,4088,4088,4088,4088,4088,4088,Tamale,No,extended_plan,Bachelor,Unemployed,male,Divorced,186,125,1,3,contacting_agent,4-door_car
4089,4089,4089,4089,4089,4089,4089,4089,4089,Kumasi,No,extended_plan,Bachelor,Employed,female,Married,184,52,2,1,contacting_agent,4-door_car
4090,4090,4090,4090,4090,4090,4090,4090,4090,Takoradi,Yes,primary_plan,College,Medical Leave,female,Single,130,9,4,1,via_the_web,2-door_car
4091,4091,4091,4091,4091,4091,4091,4091,4091,Accra,No,primary_plan,High School or Below,Employed,female,Single,140,26,1,3,contacting_branch_directly,4-door_car
4092,4092,4092,4092,4092,4092,4092,4092,4092,Accra,No,primary_plan,Bachelor,Unemployed,male,Divorced,212,103,1,1,contacting_branch_directly,SUV
4093,4093,4093,4093,4093,4093,4093,4093,4093,Kumasi,Yes,primary_plan,College,Medical Leave,female,Single,130,9,4,1,via_the_web,2-door_car
4094,4094,4094,4094,4094,4094,4094,4094,4094,Kumasi,Yes,primary_plan,Master,Disabled,male,Divorced,148,13,2,1,customer_call_centre,4-door_car
4095,4095,4095,4095,4095,4095,4095,4095,4095,Takoradi,No,primary_plan,Master,Disabled,female,Divorced,142,17,3,1,contacting_agent,2-door_car
4096,4096,4096,4096,4096,4096,4096,4096,4096,Kumasi,No,primary_plan,Bachelor,Employed,male,Divorced,148,99,1,4,via_the_web,4-door_car
4097,4097,4097,4097,4097,4097,4097,4097,4097,Tamale,No,premium_plan,College,Employed,male,Married,222,60,2,2,customer_call_centre,4-door_car
4098,4098,4098,4098,4098,4098,4098,4098,4098,Kumasi,No,primary_plan,High School or Below,Unemployed,male,Divorced,226,4,1,1,contacting_branch_directly,SUV
4099,4099,4099,4099,4099,4099,4099,4099,4099,Accra,No,extended_plan,College,Disabled,male,Married,262,60,2,3,via_the_web,SUV
4100,4100,4100,4100,4100,4100,4100,4100,4100,Accra,No,primary_plan,Doctor,Employed,female,Married,148,133,7,1,contacting_agent,4-door_car
4101,4101,4101,4101,4101,4101,4101,4101,4101,Accra,No,primary_plan,College,Employed,male,Divorced,144,86,1,2,contacting_branch_directly,4-door_car
4102,4102,4102,4102,4102,4102,4102,4102,4102,Takoradi,Yes,extended_plan,Bachelor,Employed,female,Divorced,430,17,1,1,contacting_agent,luxurious_suv
4103,4103,4103,4103,4103,4103,4103,4103,4103,Takoradi,Yes,primary_plan,Bachelor,Employed,male,Single,146,26,2,1,contacting_agent,4-door_car
4104,4104,4104,4104,4104,4104,4104,4104,4104,Kumasi,Yes,primary_plan,Bachelor,Retired,male,Divorced,126,90,1,1,contacting_agent,4-door_car
4105,4105,4105,4105,4105,4105,4105,4105,4105,Takoradi,No,extended_plan,Bachelor,Disabled,male,Single,278,30,7,1,contacting_branch_directly,Sports Car
4106,4106,4106,4106,4106,4106,4106,4106,4106,Cape_coast,No,primary_plan,High School or Below,Employed,female,Married,228,9,3,1,contacting_branch_directly,SUV
