,city,churn,type_of_plan,highest_level_education,work_status,sex,salary_monthly,relationship_status,payment_per_month,weeks_since_claim,open_policies,Renew Offer Type,reachability,claim_amount,type_of_vehicle
5427,Takoradi,No,extended_plan,College,Employed,female,13510.0,Married,256,26.0,3,3,contacting_agent,614.4,SUV
5428,Accra,No,primary_plan,Bachelor,Medical Leave,female,2107.241379310345,Married,134,34.0,1,3,contacting_agent,321.6,2-door_car
5429,Accra,No,primary_plan,Bachelor,Employed,female,7111.551724137931,Divorced,128,73.0,1,4,via_the_web,307.2,2-door_car
5430,Accra,Yes,extended_plan,College,Retired,female,2355.689655172414,Single,194,4.0,2,1,contacting_branch_directly,465.6,4-door_car
5431,Cape_coast,No,primary_plan,College,Disabled,female,4401.896551724138,Married,148,116.0,1,1,contacting_agent,355.2,2-door_car
5432,Cape_coast,No,primary_plan,College,Employed,male,10110.862068965518,Divorced,148,142.0,3,3,contacting_agent,329.46648,4-door_car
5433,Kumasi,No,primary_plan,Bachelor,Employed,male,8294.310344827587,Divorced,380,26.0,2,1,customer_call_centre,912.0,luxurious_suv
5434,Tamale,No,premium_plan,Bachelor,Medical Leave,female,3214.3103448275865,Married,238,146.0,5,1,contacting_agent,571.2,4-door_car
5435,Cape_coast,No,premium_plan,College,Unemployed,female,0.0,Married,204,56.0,2,4,contacting_agent,401.528957,2-door_car
5436,Kumasi,No,primary_plan,Master,Employed,male,10111.206896551725,Married,220,64.0,2,2,contacting_agent,427.723646,SUV
5437,Kumasi,No,premium_plan,Bachelor,Employed,female,16389.310344827587,Married,354,47.0,1,2,contacting_agent,89.712324,SUV
5438,Tamale,No,extended_plan,Bachelor,Unemployed,female,0.0,Single,174,69.0,8,3,contacting_agent,1032.609293,4-door_car
5439,Kumasi,No,primary_plan,High School or Below,Medical Leave,female,3399.137931034483,Married,132,108.0,5,1,via_the_web,475.2,4-door_car
5440,Cape_coast,No,primary_plan,Master,Employed,female,11859.827586206897,Married,132,30.0,1,4,customer_call_centre,105.379402,4-door_car
5441,Cape_coast,No,primary_plan,Bachelor,Employed,male,5009.6551724137935,Married,132,82.0,2,2,contacting_branch_directly,355.531267,2-door_car
5442,Kumasi,No,primary_plan,College,Employed,female,8246.379310344828,Married,234,99.0,1,3,customer_call_centre,561.6,SUV
5443,Takoradi,No,premium_plan,Bachelor,Disabled,female,2263.448275862069,Married,236,47.0,1,4,customer_call_centre,771.878514,4-door_car
5444,Accra,No,extended_plan,College,Employed,female,10163.103448275862,Married,242,22.0,1,1,contacting_agent,486.720776,SUV
5445,Kumasi,No,primary_plan,College,Employed,male,5450.689655172414,Single,142,112.0,4,2,contacting_branch_directly,234.683628,4-door_car
5446,Accra,No,primary_plan,Bachelor,Employed,female,7701.206896551725,Single,130,108.0,2,1,via_the_web,245.661376,4-door_car
5447,Kumasi,No,premium_plan,College,Unemployed,male,0.0,Single,222,142.0,1,3,contacting_agent,937.824847,4-door_car
5448,Accra,No,primary_plan,High School or Below,Employed,male,15777.93103448276,Married,378,26.0,1,3,contacting_branch_directly,907.2,luxirious_car
5449,Kumasi,No,primary_plan,High School or Below,Medical Leave,female,4575.862068965517,Divorced,138,56.0,5,2,customer_call_centre,331.2,4-door_car
5450,Kumasi,No,primary_plan,Bachelor,Unemployed,male,0.0,Single,206,150.0,1,1,contacting_agent,741.6,SUV
5451,Cape_coast,No,primary_plan,High School or Below,Employed,male,6689.310344827586,Married,144,103.0,1,2,via_the_web,332.945455,4-door_car
5452,Kumasi,No,primary_plan,Bachelor,Unemployed,female,0.0,Married,234,0.0,4,1,customer_call_centre,561.6,Sports Car
5453,Kumasi,No,primary_plan,Bachelor,Employed,female,11315.344827586208,Married,128,90.0,3,4,customer_call_centre,89.411365,4-door_car
5454,Cape_coast,No,primary_plan,Master,Employed,female,5739.827586206897,Married,146,129.0,2,1,contacting_agent,172.226165,4-door_car
5455,Accra,No,extended_plan,College,Employed,female,9873.103448275862,Divorced,168,0.0,2,1,contacting_branch_directly,129.249842,4-door_car
5456,Accra,No,primary_plan,Bachelor,Employed,female,10512.06896551724,Divorced,220,86.0,2,1,contacting_agent,94.496547,SUV
5457,Kumasi,No,primary_plan,College,Employed,male,5900.0,Married,218,99.0,1,2,contacting_branch_directly,523.2,SUV
5458,Takoradi,Yes,primary_plan,Master,Employed,male,15344.310344827589,Divorced,144,39.0,3,2,contacting_branch_directly,174.041566,4-door_car
5459,Takoradi,No,primary_plan,Doctor,Medical Leave,male,3237.758620689656,Married,126,43.0,4,3,contacting_agent,215.255721,4-door_car
5460,Kumasi,Yes,primary_plan,College,Employed,male,8762.931034482759,Married,204,13.0,3,1,contacting_agent,369.614729,SUV
5461,Takoradi,No,extended_plan,High School or Below,Unemployed,male,0.0,Single,172,77.0,1,1,via_the_web,569.130423,4-door_car
5462,Accra,No,primary_plan,High School or Below,Employed,female,5037.586206896552,Married,144,142.0,2,3,contacting_agent,502.369442,4-door_car
5463,Accra,Yes,primary_plan,High School or Below,Employed,male,16499.48275862069,Married,122,69.0,1,2,contacting_agent,114.273025,2-door_car
5464,Kumasi,No,primary_plan,Doctor,Employed,female,10601.03448275862,Married,140,9.0,3,2,customer_call_centre,334.13351,2-door_car
5465,Takoradi,No,primary_plan,Bachelor,Unemployed,female,0.0,Married,136,26.0,2,3,customer_call_centre,326.4,4-door_car
5466,Kumasi,No,primary_plan,Bachelor,Disabled,female,3055.689655172414,Married,144,13.0,3,1,contacting_agent,345.6,2-door_car
5467,Accra,Yes,primary_plan,High School or Below,Employed,male,12486.379310344828,Married,130,34.0,1,2,customer_call_centre,312.0,4-door_car
5468,Accra,No,extended_plan,College,Employed,female,6294.827586206897,Married,168,43.0,6,1,customer_call_centre,286.781601,4-door_car
5469,Kumasi,No,primary_plan,Bachelor,Employed,male,6102.758620689656,Divorced,140,138.0,3,4,customer_call_centre,336.0,2-door_car
5470,Kumasi,No,primary_plan,College,Employed,female,11936.206896551725,Married,126,133.0,1,3,contacting_agent,283.241868,4-door_car
5471,Tamale,No,premium_plan,Master,Employed,female,4836.896551724138,Married,390,4.0,1,3,contacting_agent,571.663256,SUV
5472,Accra,No,premium_plan,College,Medical Leave,female,4459.6551724137935,Married,218,86.0,1,1,contacting_agent,523.2,4-door_car
5473,Kumasi,No,premium_plan,Bachelor,Medical Leave,female,4081.896551724138,Married,234,17.0,7,1,contacting_branch_directly,707.925645,4-door_car
5474,Accra,No,primary_plan,Master,Unemployed,male,0.0,Married,142,95.0,1,2,contacting_agent,340.8,2-door_car
5475,Cape_coast,Yes,primary_plan,Bachelor,Unemployed,female,0.0,Married,132,26.0,1,2,customer_call_centre,433.160284,4-door_car
5476,Accra,No,primary_plan,Bachelor,Unemployed,female,0.0,Single,136,69.0,6,1,contacting_branch_directly,326.4,2-door_car
5477,Cape_coast,Yes,primary_plan,College,Retired,male,4852.068965517242,Married,210,77.0,1,2,contacting_agent,701.708239,Sports Car
5478,Kumasi,No,primary_plan,College,Employed,male,4087.241379310345,Married,136,4.0,2,3,via_the_web,326.4,4-door_car
5479,Takoradi,No,extended_plan,College,Unemployed,male,0.0,Married,262,0.0,1,2,contacting_agent,628.8,SUV
5480,Tamale,No,extended_plan,Bachelor,Unemployed,male,0.0,Single,170,146.0,3,2,customer_call_centre,872.203927,4-door_car
5481,Cape_coast,No,primary_plan,Master,Employed,female,14401.206896551725,Married,128,82.0,3,2,contacting_branch_directly,39.127298,2-door_car
5482,Takoradi,Yes,extended_plan,High School or Below,Employed,male,4633.793103448276,Single,152,73.0,8,1,contacting_agent,364.8,4-door_car
5483,Takoradi,No,extended_plan,High School or Below,Employed,female,9499.827586206897,Divorced,244,142.0,3,2,contacting_branch_directly,260.265417,Sports Car
5484,Takoradi,No,primary_plan,College,Employed,female,12355.344827586208,Married,130,30.0,4,4,contacting_branch_directly,312.0,4-door_car
5485,Kumasi,No,extended_plan,Bachelor,Medical Leave,male,3111.551724137931,Married,484,22.0,2,1,customer_call_centre,1350.379181,luxurious_suv
5486,Tamale,No,primary_plan,College,Employed,male,15671.206896551725,Married,140,34.0,1,1,contacting_agent,70.712507,2-door_car
5487,Cape_coast,No,premium_plan,College,Employed,male,15520.0,Married,204,120.0,2,1,via_the_web,20.405935,4-door_car
5488,Accra,No,extended_plan,Bachelor,Employed,male,14014.655172413792,Single,162,77.0,1,1,contacting_branch_directly,441.765368,4-door_car
5489,Cape_coast,No,primary_plan,Bachelor,Employed,female,16715.51724137931,Married,230,86.0,2,4,contacting_agent,633.132017,Sports Car
5490,Accra,No,primary_plan,Doctor,Employed,male,4278.275862068966,Single,138,133.0,2,2,customer_call_centre,331.2,2-door_car
5491,Kumasi,No,extended_plan,High School or Below,Unemployed,female,0.0,Single,180,60.0,2,1,contacting_agent,648.0,2-door_car
5492,Cape_coast,No,primary_plan,Bachelor,Unemployed,male,0.0,Married,122,73.0,1,4,via_the_web,60.5975,2-door_car
5493,Kumasi,No,premium_plan,Master,Employed,female,9064.137931034484,Divorced,226,129.0,3,1,contacting_agent,441.623031,4-door_car
5494,Takoradi,No,extended_plan,Doctor,Unemployed,male,0.0,Married,170,116.0,1,2,customer_call_centre,595.160486,2-door_car
5495,Accra,No,primary_plan,High School or Below,Employed,female,7189.827586206897,Married,136,69.0,2,1,contacting_agent,64.646458,4-door_car
5496,Kumasi,No,primary_plan,College,Unemployed,male,0.0,Divorced,208,112.0,2,2,contacting_agent,499.2,Sports Car
5497,Takoradi,No,extended_plan,High School or Below,Unemployed,male,0.0,Married,160,30.0,2,1,contacting_agent,384.0,4-door_car
5498,Accra,No,primary_plan,Bachelor,Employed,male,5892.931034482759,Married,214,64.0,2,2,via_the_web,770.4,Sports Car
5499,Kumasi,Yes,extended_plan,Bachelor,Retired,male,4772.586206896552,Married,166,56.0,9,2,contacting_agent,398.4,2-door_car
5500,Takoradi,No,primary_plan,Bachelor,Unemployed,male,0.0,Divorced,146,146.0,4,2,contacting_branch_directly,359.35328,4-door_car
5501,Tamale,No,primary_plan,Bachelor,Unemployed,female,0.0,Single,140,82.0,2,2,contacting_agent,504.0,4-door_car
5502,Tamale,No,primary_plan,High School or Below,Employed,female,13533.448275862069,Married,138,90.0,2,3,contacting_branch_directly,78.189401,2-door_car
5503,Cape_coast,No,primary_plan,College,Unemployed,female,0.0,Single,132,77.0,1,1,contacting_branch_directly,316.8,2-door_car
5504,Kumasi,No,premium_plan,Bachelor,Employed,male,9662.758620689656,Married,364,116.0,2,1,contacting_agent,952.849701,SUV
5505,Kumasi,Yes,primary_plan,College,Employed,male,6540.862068965517,Married,232,47.0,5,2,customer_call_centre,556.8,SUV
5506,Takoradi,No,primary_plan,High School or Below,Employed,female,13422.93103448276,Single,212,52.0,1,1,contacting_branch_directly,165.237444,SUV
5507,Takoradi,Yes,extended_plan,College,Employed,female,12518.620689655172,Married,164,112.0,8,2,contacting_agent,393.6,4-door_car
5508,Accra,No,extended_plan,High School or Below,Employed,male,6304.827586206897,Married,256,120.0,6,1,contacting_agent,978.621302,SUV
5509,Takoradi,No,primary_plan,High School or Below,Unemployed,male,0.0,Single,220,73.0,3,2,contacting_branch_directly,796.987409,SUV
5510,Tamale,No,extended_plan,Bachelor,Employed,female,10272.06896551724,Married,196,4.0,1,1,contacting_branch_directly,403.67601,4-door_car
5511,Kumasi,No,primary_plan,High School or Below,Employed,male,4488.275862068966,Married,218,77.0,3,2,via_the_web,638.098653,SUV
5512,Kumasi,No,primary_plan,High School or Below,Employed,male,6830.689655172414,Married,136,0.0,1,1,contacting_agent,326.4,4-door_car
5513,Takoradi,No,primary_plan,High School or Below,Unemployed,male,0.0,Single,130,34.0,1,3,contacting_agent,625.483498,4-door_car
5514,Accra,No,extended_plan,College,Employed,male,10247.93103448276,Single,248,142.0,1,3,contacting_branch_directly,562.667789,SUV
5515,Tamale,Yes,primary_plan,High School or Below,Unemployed,female,0.0,Divorced,224,52.0,3,1,via_the_web,537.6,Sports Car
5516,Tamale,No,extended_plan,Bachelor,Unemployed,male,0.0,Single,174,9.0,1,1,contacting_branch_directly,401.484738,4-door_car
5517,Tamale,Yes,primary_plan,Bachelor,Employed,female,15422.586206896553,Single,126,47.0,1,2,via_the_web,61.769564,4-door_car
5518,Takoradi,No,extended_plan,High School or Below,Employed,male,7706.034482758621,Divorced,182,112.0,2,1,customer_call_centre,147.954285,4-door_car
5519,Accra,No,premium_plan,High School or Below,Employed,female,4238.103448275862,Married,202,9.0,2,1,contacting_branch_directly,484.8,4-door_car
5520,Takoradi,No,primary_plan,Bachelor,Unemployed,male,0.0,Married,146,116.0,6,2,customer_call_centre,194.944319,4-door_car
5521,Takoradi,No,extended_plan,Bachelor,Employed,female,12471.379310344828,Married,258,112.0,6,3,customer_call_centre,412.829624,SUV
5522,Kumasi,No,extended_plan,High School or Below,Medical Leave,male,3419.137931034483,Married,166,34.0,7,1,contacting_agent,398.4,4-door_car
5523,Accra,No,extended_plan,High School or Below,Employed,male,6958.793103448276,Married,196,13.0,1,2,contacting_branch_directly,71.169255,4-door_car
5524,Accra,No,premium_plan,Bachelor,Employed,male,12871.724137931034,Divorced,222,0.0,2,3,customer_call_centre,504.365927,4-door_car
5525,Kumasi,No,extended_plan,Master,Employed,male,4372.068965517242,Single,252,4.0,2,4,contacting_branch_directly,750.58561,SUV
5526,Accra,No,extended_plan,Bachelor,Employed,male,6113.96551724138,Married,190,112.0,1,1,contacting_agent,9.214343,4-door_car
5527,Accra,No,extended_plan,Doctor,Employed,male,10180.51724137931,Divorced,152,9.0,2,1,via_the_web,364.8,4-door_car
5528,Cape_coast,No,extended_plan,College,Employed,female,10760.172413793103,Divorced,178,69.0,2,2,contacting_agent,392.686432,4-door_car
5529,Accra,Yes,extended_plan,College,Employed,female,16081.379310344828,Married,190,13.0,1,2,contacting_branch_directly,281.110788,4-door_car
5530,Accra,No,extended_plan,College,Unemployed,female,0.0,Married,270,77.0,4,1,contacting_branch_directly,970.456654,Sports Car
5531,Kumasi,No,extended_plan,Bachelor,Employed,male,3476.896551724138,Married,166,82.0,1,4,customer_call_centre,398.4,2-door_car
5532,Tamale,No,primary_plan,High School or Below,Unemployed,female,0.0,Single,148,56.0,1,2,customer_call_centre,355.2,4-door_car
5533,Accra,Yes,primary_plan,Bachelor,Medical Leave,male,5126.724137931034,Single,138,13.0,1,1,contacting_agent,331.2,4-door_car
5534,Accra,No,primary_plan,High School or Below,Unemployed,male,0.0,Single,128,4.0,2,3,contacting_branch_directly,772.83851,4-door_car
5535,Accra,No,primary_plan,High School or Below,Employed,female,16803.44827586207,Married,228,86.0,2,4,contacting_branch_directly,660.135987,SUV
5536,Takoradi,No,primary_plan,College,Employed,male,9924.827586206897,Married,126,22.0,1,3,contacting_agent,302.4,2-door_car
5537,Takoradi,No,extended_plan,Bachelor,Employed,female,5729.6551724137935,Married,188,90.0,2,3,contacting_branch_directly,435.527845,4-door_car
5538,Takoradi,No,premium_plan,College,Medical Leave,female,2043.793103448276,Married,226,82.0,2,1,customer_call_centre,807.721213,4-door_car
5539,Accra,No,extended_plan,College,Medical Leave,female,4110.862068965517,Married,158,4.0,5,3,contacting_branch_directly,344.693511,4-door_car
5540,Takoradi,No,premium_plan,College,Disabled,female,3096.7241379310344,Married,362,120.0,3,2,contacting_agent,476.707749,Sports Car
5541,Accra,No,primary_plan,College,Unemployed,female,0.0,Married,128,73.0,3,2,contacting_agent,360.110955,4-door_car
5542,Takoradi,No,primary_plan,College,Employed,female,9430.172413793103,Married,206,26.0,5,1,contacting_branch_directly,494.4,SUV
5543,Accra,No,extended_plan,College,Employed,male,14764.137931034484,Married,164,99.0,1,2,customer_call_centre,7.2574,2-door_car
5544,Accra,Yes,extended_plan,Bachelor,Unemployed,female,0.0,Divorced,278,22.0,2,1,customer_call_centre,667.2,SUV
5545,Accra,No,extended_plan,High School or Below,Unemployed,female,0.0,Married,152,47.0,3,2,contacting_agent,277.220384,4-door_car
5546,Kumasi,No,premium_plan,High School or Below,Employed,female,6878.448275862069,Married,320,138.0,2,3,contacting_agent,765.591167,SUV
5547,Tamale,No,extended_plan,Bachelor,Employed,female,16519.8275862069,Married,164,26.0,3,3,customer_call_centre,393.6,4-door_car
5548,Accra,No,primary_plan,High School or Below,Employed,female,6417.931034482759,Divorced,148,34.0,2,3,contacting_agent,355.2,4-door_car
5549,Accra,No,extended_plan,Bachelor,Unemployed,male,0.0,Single,244,9.0,5,1,customer_call_centre,1100.088685,SUV
5550,Cape_coast,No,extended_plan,College,Employed,female,16319.310344827589,Married,172,77.0,3,1,contacting_branch_directly,412.8,4-door_car
5551,Takoradi,No,primary_plan,Bachelor,Employed,female,4927.931034482759,Single,224,116.0,2,2,contacting_agent,537.6,Sports Car
5552,Cape_coast,No,extended_plan,High School or Below,Employed,female,15710.862068965518,Divorced,276,138.0,8,1,contacting_agent,103.462381,SUV
5553,Takoradi,No,premium_plan,Bachelor,Employed,male,14817.586206896553,Married,232,69.0,5,3,contacting_agent,79.340118,4-door_car
5554,Cape_coast,No,premium_plan,High School or Below,Employed,female,11089.827586206897,Divorced,506,17.0,2,1,contacting_agent,422.438297,luxurious_suv
5555,Takoradi,No,primary_plan,Doctor,Employed,male,13280.172413793103,Single,128,77.0,3,1,contacting_agent,380.917107,2-door_car
5556,Kumasi,No,primary_plan,High School or Below,Retired,male,2930.5172413793102,Married,130,150.0,1,2,contacting_branch_directly,468.0,2-door_car
5557,Accra,No,extended_plan,Bachelor,Employed,male,9035.862068965518,Married,250,56.0,9,1,contacting_agent,179.125777,Sports Car
5558,Accra,No,premium_plan,Bachelor,Unemployed,male,0.0,Married,232,30.0,7,2,contacting_branch_directly,556.8,4-door_car
5559,Cape_coast,No,primary_plan,Bachelor,Employed,male,6478.103448275862,Married,224,13.0,3,1,customer_call_centre,537.6,SUV
5560,Cape_coast,No,extended_plan,High School or Below,Employed,female,7912.586206896552,Married,194,13.0,2,2,customer_call_centre,465.6,2-door_car
5561,Accra,Yes,extended_plan,High School or Below,Unemployed,female,0.0,Married,192,133.0,1,1,contacting_agent,460.8,4-door_car
5562,Cape_coast,No,extended_plan,College,Employed,male,5066.379310344828,Single,176,77.0,1,1,contacting_agent,422.4,2-door_car
5563,Accra,No,extended_plan,College,Employed,male,3708.448275862069,Single,162,103.0,2,4,contacting_agent,413.492922,2-door_car
5564,Takoradi,No,primary_plan,Bachelor,Employed,female,11748.96551724138,Married,140,125.0,2,1,via_the_web,336.0,4-door_car
5565,Cape_coast,No,primary_plan,Bachelor,Employed,male,5360.862068965517,Married,126,13.0,3,2,contacting_branch_directly,302.4,4-door_car
5566,Takoradi,No,primary_plan,High School or Below,Employed,male,4198.275862068966,Married,146,26.0,1,2,contacting_branch_directly,350.4,4-door_car
5567,Tamale,No,primary_plan,College,Employed,male,5659.137931034483,Married,200,4.0,8,2,contacting_agent,480.0,SUV
5568,Tamale,No,primary_plan,College,Employed,male,7731.551724137931,Single,210,60.0,3,1,contacting_branch_directly,391.419263,SUV
5569,Kumasi,No,primary_plan,Master,Employed,female,10235.172413793103,Married,134,108.0,5,4,contacting_agent,321.6,4-door_car
5570,Kumasi,No,extended_plan,College,Employed,male,6741.551724137931,Married,198,146.0,1,3,contacting_branch_directly,167.174678,4-door_car
5571,Accra,No,extended_plan,High School or Below,Unemployed,male,0.0,Married,180,9.0,3,4,contacting_agent,432.0,2-door_car
5572,Tamale,No,extended_plan,High School or Below,Disabled,female,4759.310344827586,Married,184,86.0,9,2,contacting_agent,441.6,2-door_car
5573,Accra,No,primary_plan,High School or Below,Employed,female,15793.620689655172,Married,128,77.0,8,2,via_the_web,307.2,4-door_car
5574,Tamale,No,primary_plan,Master,Employed,female,10315.172413793103,Married,208,108.0,8,1,customer_call_centre,499.2,SUV
5575,Cape_coast,No,primary_plan,College,Employed,male,5732.241379310345,Married,144,112.0,1,2,via_the_web,284.956298,4-door_car
5576,Accra,No,extended_plan,College,Employed,male,7908.103448275862,Married,252,133.0,1,1,contacting_agent,604.8,Sports Car
5577,Accra,No,primary_plan,College,Employed,female,9452.93103448276,Single,128,73.0,3,1,contacting_branch_directly,132.947215,4-door_car
5578,Accra,No,primary_plan,Bachelor,Unemployed,female,0.0,Married,128,52.0,1,4,customer_call_centre,307.2,2-door_car
5579,Takoradi,No,extended_plan,Bachelor,Employed,male,8132.758620689656,Married,278,17.0,3,3,contacting_agent,667.2,Sports Car
5580,Accra,No,extended_plan,Bachelor,Employed,female,3783.96551724138,Married,166,73.0,1,3,contacting_branch_directly,366.90936,4-door_car
5581,Kumasi,No,primary_plan,College,Employed,female,6727.241379310345,Married,234,47.0,2,3,contacting_branch_directly,561.6,SUV
5582,Takoradi,No,primary_plan,Master,Employed,male,3491.7241379310344,Married,142,0.0,3,2,customer_call_centre,198.227061,4-door_car
5583,Kumasi,No,extended_plan,Bachelor,Unemployed,male,0.0,Single,176,125.0,1,3,contacting_agent,633.6,4-door_car
5584,Kumasi,No,primary_plan,Master,Employed,male,8379.655172413793,Married,140,129.0,5,3,contacting_agent,487.884823,2-door_car
5585,Accra,No,primary_plan,Bachelor,Employed,female,16870.51724137931,Married,124,138.0,2,4,contacting_agent,183.117146,4-door_car
5586,Kumasi,Yes,extended_plan,College,Employed,female,7151.551724137931,Married,188,60.0,1,2,customer_call_centre,19.575683,2-door_car
5587,Kumasi,No,primary_plan,Bachelor,Employed,female,12025.172413793103,Divorced,148,73.0,1,1,customer_call_centre,225.032781,4-door_car
5588,Accra,No,extended_plan,Bachelor,Employed,male,16680.689655172413,Married,192,56.0,9,2,contacting_branch_directly,460.8,2-door_car
5589,Kumasi,No,premium_plan,Bachelor,Employed,male,4323.103448275862,Married,224,73.0,2,1,contacting_branch_directly,537.6,2-door_car
5590,Cape_coast,No,primary_plan,Master,Employed,male,11459.137931034484,Married,136,120.0,1,2,contacting_agent,326.4,2-door_car
5591,Tamale,No,primary_plan,High School or Below,Employed,male,6011.206896551725,Married,138,64.0,1,3,customer_call_centre,255.946801,4-door_car
5592,Accra,No,premium_plan,College,Employed,male,6448.103448275862,Married,232,129.0,3,1,customer_call_centre,392.826082,4-door_car
5593,Accra,No,premium_plan,College,Disabled,male,3632.7586206896553,Divorced,390,26.0,2,1,customer_call_centre,1404.0,Sports Car
5594,Kumasi,No,primary_plan,Bachelor,Employed,female,5441.724137931034,Married,132,39.0,7,4,contacting_branch_directly,316.8,4-door_car
5595,Accra,No,primary_plan,Master,Employed,female,9428.275862068966,Divorced,142,120.0,3,3,contacting_agent,487.070965,4-door_car
5596,Kumasi,No,primary_plan,High School or Below,Employed,male,6446.206896551725,Married,234,129.0,5,4,contacting_branch_directly,561.6,SUV
5597,Cape_coast,No,extended_plan,Bachelor,Employed,female,14651.896551724138,Married,192,26.0,1,1,contacting_agent,4.719043,4-door_car
5598,Cape_coast,No,premium_plan,Master,Medical Leave,male,4145.862068965517,Married,232,116.0,1,4,contacting_agent,556.8,2-door_car
5599,Accra,Yes,extended_plan,High School or Below,Retired,male,3619.4827586206898,Divorced,266,150.0,1,2,contacting_agent,638.4,SUV
5600,Kumasi,No,primary_plan,College,Employed,male,8280.862068965518,Divorced,232,39.0,7,2,contacting_agent,556.8,SUV
5601,Takoradi,No,primary_plan,Bachelor,Disabled,male,2798.793103448276,Married,394,73.0,1,4,via_the_web,1418.4,luxirious_car
5602,Takoradi,No,primary_plan,College,Employed,male,5296.206896551725,Married,134,112.0,1,1,customer_call_centre,321.6,2-door_car
5603,Kumasi,No,primary_plan,High School or Below,Employed,male,10392.586206896553,Married,130,138.0,7,3,via_the_web,146.390518,4-door_car
5604,Accra,No,primary_plan,Bachelor,Unemployed,male,0.0,Single,214,26.0,8,1,contacting_agent,770.4,SUV
5605,Takoradi,No,primary_plan,Bachelor,Employed,male,5501.896551724138,Single,136,56.0,1,1,contacting_branch_directly,245.893663,4-door_car
5606,Cape_coast,No,primary_plan,Bachelor,Employed,female,10586.551724137931,Divorced,124,4.0,3,1,contacting_agent,252.157829,2-door_car
5607,Accra,No,premium_plan,College,Employed,female,5919.827586206897,Married,202,77.0,3,1,customer_call_centre,484.8,2-door_car
5608,Cape_coast,No,extended_plan,College,Employed,male,12321.896551724138,Divorced,172,22.0,2,3,contacting_branch_directly,324.879569,2-door_car
5609,Tamale,No,primary_plan,College,Unemployed,male,0.0,Single,148,108.0,9,1,contacting_agent,532.8,4-door_car
5610,Tamale,No,extended_plan,High School or Below,Employed,male,6235.862068965517,Divorced,180,69.0,1,3,contacting_agent,432.0,4-door_car
5611,Kumasi,No,extended_plan,College,Employed,female,10061.551724137931,Single,274,116.0,1,2,customer_call_centre,708.220713,Sports Car
5612,Accra,No,extended_plan,College,Retired,male,5119.310344827586,Divorced,154,13.0,2,2,contacting_branch_directly,449.352139,4-door_car
5613,Kumasi,No,primary_plan,High School or Below,Employed,male,5037.068965517242,Single,134,30.0,2,2,customer_call_centre,327.656191,4-door_car
5614,Kumasi,No,primary_plan,High School or Below,Unemployed,female,0.0,Divorced,122,60.0,3,2,contacting_agent,486.121464,2-door_car
5615,Tamale,No,primary_plan,High School or Below,Employed,male,4627.758620689655,Married,148,142.0,1,3,contacting_agent,418.534381,4-door_car
5616,Takoradi,No,extended_plan,Bachelor,Employed,female,6006.379310344828,Single,278,17.0,4,1,contacting_branch_directly,667.2,SUV
5617,Takoradi,No,primary_plan,Bachelor,Employed,female,5701.379310344828,Married,122,26.0,6,1,contacting_branch_directly,213.038013,4-door_car
5618,Tamale,No,extended_plan,College,Employed,female,7727.586206896552,Married,266,52.0,1,1,contacting_branch_directly,336.13217,Sports Car
5619,Cape_coast,No,premium_plan,Bachelor,Employed,female,8545.51724137931,Single,386,95.0,2,1,contacting_agent,286.370988,Sports Car
5620,Takoradi,No,primary_plan,College,Medical Leave,male,3376.034482758621,Married,122,138.0,1,2,customer_call_centre,377.24342,4-door_car
5621,Kumasi,No,primary_plan,High School or Below,Unemployed,male,0.0,Single,148,142.0,2,3,contacting_agent,532.8,2-door_car
5622,Kumasi,No,primary_plan,Bachelor,Disabled,male,3987.7586206896553,Married,140,43.0,2,1,contacting_agent,491.65337,4-door_car
5623,Tamale,No,extended_plan,Bachelor,Unemployed,male,0.0,Single,276,99.0,3,1,contacting_agent,1376.958592,SUV
5624,Takoradi,No,extended_plan,High School or Below,Employed,female,4381.206896551725,Married,172,34.0,8,2,contacting_branch_directly,242.807725,4-door_car
5625,Takoradi,Yes,primary_plan,High School or Below,Medical Leave,female,4916.0344827586205,Married,200,17.0,2,2,customer_call_centre,480.0,SUV
5626,Kumasi,No,primary_plan,High School or Below,Employed,male,11956.206896551725,Married,126,116.0,2,2,contacting_branch_directly,246.284609,2-door_car
5627,Kumasi,No,extended_plan,High School or Below,Employed,female,12902.586206896553,Married,266,60.0,7,1,contacting_branch_directly,107.645982,SUV
5628,Kumasi,No,primary_plan,Master,Employed,female,7462.413793103448,Divorced,144,13.0,3,2,via_the_web,166.799814,2-door_car
5629,Cape_coast,No,extended_plan,Bachelor,Retired,female,1944.1379310344828,Married,182,95.0,2,1,contacting_agent,436.8,4-door_car
5630,Cape_coast,No,primary_plan,College,Unemployed,male,0.0,Married,124,47.0,1,1,contacting_branch_directly,311.506082,4-door_car
5631,Kumasi,No,primary_plan,Bachelor,Medical Leave,male,1730.5172413793105,Single,142,60.0,3,1,customer_call_centre,292.181494,4-door_car
5632,Kumasi,Yes,primary_plan,Doctor,Disabled,female,3790.689655172414,Divorced,126,4.0,1,2,contacting_branch_directly,333.696228,2-door_car
5633,Takoradi,No,extended_plan,Doctor,Employed,female,14760.172413793103,Married,272,95.0,1,2,contacting_agent,652.8,SUV
5634,Kumasi,No,extended_plan,College,Employed,male,14887.41379310345,Married,260,73.0,2,1,via_the_web,593.779554,Sports Car
